Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,111.728554,112.149643,110.353004,111.868919,51.905563,1024222
1996-01-02,111.728554,112.149643,109.510826,109.791557,50.941692,1695431
1996-01-03,109.791557,112.290009,109.510826,109.819626,50.954735,1351411
1996-01-04,108.079132,108.079132,103.868256,106.338638,49.339592,3478582
1996-01-05,105.047302,105.552605,103.166443,104.233200,48.362698,3013803
1996-01-08,103.587532,103.868256,99.432800,100.331123,46.552193,3675215
1996-01-09,98.253754,100.696068,98.253754,99.853889,46.330757,3696410
1996-01-10,99.853889,101.762817,98.253754,99.320511,46.083286,3592305
1996-01-11,99.376656,102.155830,99.039787,101.650528,47.164383,2771929
1996-01-12,101.650528,103.250664,100.639915,101.257515,46.982021,3159319
1996-01-15,100.639915,101.818962,100.190758,100.415337,46.591267,1335203
1996-01-16,100.415337,101.061005,99.432800,100.218834,46.500092,1946566
1996-01-17,99.376656,100.106544,96.288681,96.822060,44.924042,2551251
1996-01-18,95.474579,96.148315,93.200706,94.772766,43.973190,3193071
1996-01-19,93.621796,95.109634,93.200706,93.958664,43.595459,2007836
1996-01-22,94.885056,95.811447,93.902519,94.941200,44.051346,1528898
1996-01-23,94.183243,95.334213,89.832008,91.179489,42.305965,1675215
1996-01-24,91.179489,103.250664,88.428383,89.944298,41.732861,2070887
1996-01-25,89.832008,90.140800,87.445847,88.007294,40.834106,1592038
1996-01-26,88.007294,88.007294,88.007294,88.007294,40.834106,0
1996-01-29,87.052826,92.639259,87.052826,92.021660,42.696720,3235372
1996-01-30,93.762154,95.446503,90.954903,92.807693,43.061424,3201976
1996-01-31,93.200706,97.130859,92.498894,93.734085,43.491264,3476533
1996-02-01,92.948051,96.148315,92.948051,95.839523,44.468147,1847537
1996-02-02,97.832672,104.008621,96.569405,102.829575,47.711437,3973372
1996-02-05,107.236954,113.412910,103.026077,106.843941,49.574055,6892153
1996-02-06,107.517685,108.079132,96.007957,97.804596,45.379925,4002404
1996-02-07,97.804596,103.306808,96.288681,101.650528,47.164383,4535042
1996-02-08,102.183907,117.006187,101.903183,116.416664,54.015656,11450974
1996-02-09,124.080460,125.203362,118.494034,123.210213,57.167770,11968295
1996-02-12,120.655617,122.676834,114.535805,116.276299,53.950531,8375901
1996-02-13,115.658707,118.746681,113.581345,116.332443,53.976578,7238578
1996-02-14,120.711761,124.641907,118.465958,119.616928,55.500526,6725709
1996-02-15,116.781609,122.115379,115.939430,117.960655,54.732037,5569952
1996-02-16,117.343056,117.343056,114.816528,115.490273,53.585823,3611897
1996-02-19,116.781609,118.437881,115.658707,116.192085,53.911449,2468518
1996-02-20,116.192085,116.360519,110.184570,111.728554,51.840427,3523198
1996-02-21,111.728554,111.728554,111.728554,111.728554,51.840427,0
